3297,164,1393822800000,1393822800000,1
3423,61,1393822800000,1393822800000,0
8277,62,1393822800000,1393822800000,1
4922,346,1393822800000,1393822800000,0
1534,332,1393822800000,1393822800000,0
6762,312,1393822800000,1393822800000,0
5881,100,1393822800000,1393822800000,1
9262,330,1393822800000,1393822800000,0
3397,24,1393822800000,1393822800000,0
399,341,1393822800000,1393822800000,0
3763,360,1393822800000,1393822800000,0
5821,280,1393822800000,1393822800000,1
6630,312,1393822800000,1393822800000,1
4715,65,1393822800000,1393822800000,0
7550,198,1393822800000,1393822800000,0
8375,192,1393822800000,1393822800000,1
7359,207,1393822800000,1393822800000,0
8917,344,1393822800000,1393822800000,1
6267,80,1393822800000,1393822800000,1
7647,328,1393822800000,1393822800000,1
4185,137,1393822800000,1393822800000,0
8082,351,1393822800000,1393822800000,0
9181,65,1393822800000,1393822800000,1
9303,5,1393822800000,1393822800000,1
172,293,1393822800000,1393822800000,1
5124,20,1393822800000,1393822800000,1
1941,21,1393822800000,1393822800000,1
6983,137,1393822800000,1393822800000,1
8673,37,1393822800000,1393822800000,0
7535,184,1393822800000,1393822800000,1
233,252,1393822800000,1393822800000,0
8956,281,1393822800000,1393822800000,1
9271,343,1393822800000,1393822800000,1
5705,253,1393822800000,1393822800000,0
2830,201,1393822800000,1393822800000,0
7241,340,1393822800000,1393822800000,0
2813,22,1393822800000,1393822800000,0
7709,259,1393822800000,1393822800000,0
3941,59,1393822800000,1393822800000,1
1213,134,1393822800000,1393822800000,0
1263,33,1393822800000,1393822800000,1
940,77,1393822800000,1393822800000,0
8338,294,1393822800000,1393822800000,0
6624,219,1393822800000,1393822800000,0
9388,104,1393822800000,1393822800000,0
2385,154,1393822800000,1393822800000,0
1207,110,1393822800000,1393822800000,0
1098,352,1393822800000,1393822800000,1
3525,111,1393822800000,1393822800000,0
5679,94,1393822800000,1393822800000,0
3984,242,1393822800000,1393822800000,0
1634,19,1393822800000,1393822800000,0
2881,240,1393822800000,1393822800000,1
9305,328,1393822800000,1393822800000,1
4073,304,1393822800000,1393822800000,1
591,164,1393822800000,1393822800000,0
5004,249,1393822800000,1393822800000,1
3358,133,1393822800000,1393822800000,0
3915,35,1393822800000,1393822800000,0
7519,227,1393822800000,1393822800000,1
8383,142,1393822800000,1393822800000,0
2622,345,1393822800000,1393822800000,0
3796,214,1393822800000,1393822800000,1
3714,338,1393822800000,1393822800000,1
5849,324,1393822800000,1393822800000,0
6253,158,1393822800000,1393822800000,1
2165,227,1393822800000,1393822800000,1
3041,213,1393822800000,1393822800000,1
6700,139,1393822800000,1393822800000,0
8754,14,1393822800000,1393822800000,0
6149,292,1393822800000,1393822800000,0
8896,116,1393822800000,1393822800000,0
931,279,1393822800000,1393822800000,1
908,108,1393822800000,1393822800000,1
4371,308,1393822800000,1393822800000,0
3741,82,1393822800000,1393822800000,1
6512,203,1393822800000,1393822800000,0
2146,296,1393822800000,1393822800000,0
6666,82,1393822800000,1393822800000,0
8596,166,1393822800000,1393822800000,1
4626,139,1393822800000,1393822800000,1
8309,320,1393822800000,1393822800000,1
5197,28,1393822800000,1393822800000,1
4896,247,1393822800000,1393822800000,0
7108,20,1393822800000,1393822800000,0
100,202,1393822800000,1393822800000,0
4739,132,1393822800000,1393822800000,1
623,326,1393822800000,1393822800000,1
3457,202,1393822800000,1393822800000,1
7260,94,1393822800000,1393822800000,1
1197,146,1393822800000,1393822800000,0
4434,340,1393822800000,1393822800000,1
9460,189,1393822800000,1393822800000,1
394,73,1393822800000,1393822800000,1
9827,21,1393822800000,1393822800000,0
4336,323,1393822800000,1393822800000,1
750,16,1393822800000,1393822800000,1
9422,349,1393822800000,1393822800000,0
2621,94,1393822800000,1393822800000,0
6406,74,1393822800000,1393822800000,0
6575,280,1393822800000,1393822800000,1
6172,317,1393822800000,1393822800000,0
350,163,1393822800000,1393822800000,0
8077,64,1393822800000,1393822800000,0
4246,317,1393822800000,1393822800000,1
5922,301,1393822800000,1393822800000,1
7323,197,1393822800000,1393822800000,1
5176,106,1393822800000,1393822800000,0
6820,327,1393822800000,1393822800000,1
2882,7,1393822800000,1393822800000,1
6346,206,1393822800000,1393822800000,1
3175,16,1393822800000,1393822800000,0
9499,160,1393822800000,1393822800000,0
1978,209,1393822800000,1393822800000,0
2390,10,1393822800000,1393822800000,1
8381,113,1393822800000,1393822800000,0
3172,106,1393822800000,1393822800000,1
4951,314,1393822800000,1393822800000,1
6495,201,1393822800000,1393822800000,0
5690,48,1393822800000,1393822800000,0
4191,333,1393822800000,1393822800000,0
1762,60,1393822800000,1393822800000,1
3584,165,1393822800000,1393822800000,0
7829,256,1393822800000,1393822800000,1
5301,215,1393822800000,1393822800000,0
9158,28,1393822800000,1393822800000,1
4473,22,1393822800000,1393822800000,1
5178,66,1393822800000,1393822800000,1
6599,207,1393822800000,1393822800000,0
5152,269,1393822800000,1393822800000,0
2091,224,1393822800000,1393822800000,1
7388,182,1393822800000,1393822800000,0
2106,200,1393822800000,1393822800000,1
8241,219,1393822800000,1393822800000,0
9971,349,1393822800000,1393822800000,1
9095,134,1393822800000,1393822800000,1
7931,222,1393822800000,1393822800000,0
6498,260,1393822800000,1393822800000,0
3950,108,1393822800000,1393822800000,0
9732,246,1393822800000,1393822800000,1
